Date,Open,High,Low,Close,Adj Close,Volume
2019-12-31,57.724998,58.919998,57.532501,58.825001,58.676849,23100400
2020-01-02,59.687500,59.977501,59.180000,59.977501,59.826443,23753600
2020-01-03,58.775002,59.457500,58.525002,59.017502,58.868858,20538400
2020-01-06,58.080002,59.317501,57.817501,59.264999,59.115734,26263600
2020-01-07,59.549999,60.442501,59.097500,59.982498,59.831429,31485600
2020-01-08,59.939999,60.509998,59.537498,60.095001,59.943649,27710800
2020-01-09,60.962502,61.482498,60.215000,60.755001,60.601986,25511200
2020-01-10,61.832500,62.137501,60.937500,61.080002,60.926167,31629600
2020-01-13,61.915001,63.247501,61.687500,62.994999,62.836346,31984000
2020-01-14,62.564999,62.820000,61.687500,61.820000,61.664307,35908800
2020-01-15,61.947498,62.172501,61.132500,61.392502,61.237877,26310400
2020-01-16,61.930000,62.292500,61.695000,62.232498,62.075756,28419200
2020-01-17,62.424999,62.500000,61.842499,62.320000,62.163048,25379200
2020-01-21,61.952499,62.322498,61.642502,61.985001,61.828884,21791600
2020-01-22,62.439999,63.397499,62.250000,62.527500,62.370022,23924000
2020-01-23,62.930000,63.299999,62.037498,63.215000,63.055790,24451600
2020-01-24,64.375000,64.875000,62.075001,62.619999,62.462284,37351200
2020-01-27,59.560001,60.562500,58.057499,60.049999,59.898754,47053600
2020-01-28,60.712502,62.317501,60.177502,61.992500,61.836365,31097600
2020-01-29,61.847500,62.209999,60.985001,61.384998,61.230396,25884800
2020-01-30,60.402500,61.587502,59.849998,61.452499,61.297729,29050400
2020-01-31,60.992500,61.112499,58.687500,59.107498,58.958630,37042000
2020-02-03,58.924999,60.277500,58.862499,60.082500,59.931175,25556400
2020-02-04,61.507500,61.974998,61.005001,61.782501,61.626896,27154400
2020-02-05,62.997501,63.099998,61.852501,62.689999,62.532112,20822000
2020-02-06,63.035000,63.562500,62.220001,63.562500,63.402409,21828400
2020-02-07,63.160000,63.382500,62.642502,62.897499,62.739082,18975200
2020-02-10,63.125000,65.750000,63.075001,65.742500,65.576920,52960800
2020-02-11,66.830002,68.125000,66.207497,66.972504,66.803833,63855600
2020-02-12,67.502502,68.199997,67.112503,68.135002,67.963394,37464400
2020-02-13,67.552498,68.370003,67.277496,67.695000,67.524498,52801600
2020-02-14,71.815002,73.742500,71.500000,72.447502,72.265045,104192400
2020-02-18,71.410004,74.327499,71.214996,74.142502,73.955772,62016400
2020-02-19,75.372498,78.852501,75.372498,78.675003,78.476852,69433200
2020-02-20,78.192497,79.080002,74.087502,77.175003,76.980637,81005200
2020-02-21,76.047501,76.300003,72.665001,73.517502,73.332344,76818000
2020-02-24,67.547501,70.467499,67.000000,68.320000,68.147934,85691600
2020-02-25,69.074997,69.697502,64.489998,65.512497,65.347504,105549600
2020-02-26,65.514999,68.862503,65.500000,66.912498,66.743973,74773200
2020-02-27,63.724998,66.750000,62.222500,63.150002,63.028629,90641600
2020-02-28,60.615002,68.114998,60.447498,67.517502,67.387733,113325200
2020-03-02,69.224998,69.397499,65.250000,69.107498,68.974686,89074400
2020-03-03,69.667503,70.267502,65.614998,66.472504,66.344757,65279200
2020-03-04,67.550003,71.222504,66.800003,71.127502,70.990799,59740800
2020-03-05,69.125000,70.800003,67.875000,68.322502,68.191185,54032800
2020-03-06,66.519997,67.097504,64.500000,66.510002,66.382172,51541200
2020-03-09,59.974998,64.849998,59.544998,61.360001,61.242069,61416000
2020-03-10,64.135002,65.269997,61.497501,65.269997,65.144547,58064800
2020-03-11,63.865002,64.150002,60.642502,61.617500,61.499073,49996400
2020-03-12,56.365002,59.029999,53.950001,54.077499,53.973568,81654000
